School Name,Longitude,Latitude,Sequence
David T. Denny International School,-122.332045,47.516277,264
David T. Denny International School,-122.332473,47.517116,265
David T. Denny International School,-122.332532,47.517232,266
David T. Denny International School,-122.332536,47.517239,267
David T. Denny International School,-122.332539,47.517239,268
David T. Denny International School,-122.337,47.517256,269
David T. Denny International School,-122.337483,47.517258,270
David T. Denny International School,-122.337525,47.517258,271
David T. Denny International School,-122.337532,47.517258,272
David T. Denny International School,-122.339928,47.517271,273
David T. Denny International School,-122.340131,47.517273,274
David T. Denny International School,-122.340131,47.517273,275
David T. Denny International School,-122.340183,47.517273,276
David T. Denny International School,-122.341423,47.51728,277
David T. Denny International School,-122.341428,47.51728,278
David T. Denny International School,-122.341536,47.517281,279
David T. Denny International School,-122.343871,47.517294,280
David T. Denny International School,-122.344067,47.517296,281
David T. Denny International School,-122.344149,47.517296,282
David T. Denny International School,-122.34419,47.517296,283
David T. Denny International School,-122.345423,47.517303,284
David T. Denny International School,-122.345424,47.517303,285
David T. Denny International School,-122.346434,47.517309,286
David T. Denny International School,-122.346697,47.517311,287
David T. Denny International School,-122.346945,47.517312,288
David T. Denny International School,-122.347456,47.517315,289
David T. Denny International School,-122.34797,47.517318,290
David T. Denny International School,-122.348947,47.517324,291
David T. Denny International School,-122.349244,47.517326,292
David T. Denny International School,-122.350653,47.517334,293
David T. Denny International School,-122.35111,47.517337,294
David T. Denny International School,-122.352906,47.517347,295
David T. Denny International School,-122.354034,47.517354,296
David T. Denny International School,-122.354757,47.517358,297
David T. Denny International School,-122.355165,47.51736,298
David T. Denny International School,-122.355165,47.51736,299
David T. Denny International School,-122.355165,47.51736,300
David T. Denny International School,-122.355171,47.51736,301
David T. Denny International School,-122.356511,47.517361,302
David T. Denny International School,-122.357834,47.517362,303
David T. Denny International School,-122.357857,47.517362,304
David T. Denny International School,-122.358532,47.517363,305
David T. Denny International School,-122.358531,47.517349,306
David T. Denny International School,-122.35851,47.51553,307
David T. Denny International School,-122.358562,47.51553,308
David T. Denny International School,-122.359179,47.51553,309
David T. Denny International School,-122.359306,47.51553,310
David T. Denny International School,-122.360493,47.515529,311
David T. Denny International School,-122.360518,47.515529,312
David T. Denny International School,-122.360518,47.51553,313
David T. Denny International School,-122.360519,47.515577,314
David T. Denny International School,-122.360529,47.516441,315
David T. Denny International School,-122.360533,47.516807,316
